CIP Title,SOC Title
CAD/CADD Drafting and/or Design Technology/Technician.,Architectural and Civil Drafters
CAD/CADD Drafting and/or Design Technology/Technician.,Electrical and Electronics Drafters
CAD/CADD Drafting and/or Design Technology/Technician.,Mechanical Drafters
CAD/CADD Drafting and/or Design Technology/Technician.,"Drafters, All Other"
Architectural Drafting and Architectural CAD/CADD.,Architectural and Civil Drafters
Civil Drafting and Civil Engineering CAD/CADD.,Architectural and Civil Drafters
Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD.,Electrical and Electronics Drafters
Mechanical Drafting and Mechanical Drafting CAD/CADD.,Mechanical Drafters
3-D Modeling and Design Technology/Technician.,Architectural and Civil Drafters
3-D Modeling and Design Technology/Technician.,Electrical and Electronics Drafters
3-D Modeling and Design Technology/Technician.,Mechanical Drafters
3-D Modeling and Design Technology/Technician.,"Drafters, All Other"
"Drafting/Design Engineering Technologies/Technicians, Other.","Drafters, All Other"
Nuclear Engineering Technology/Technician.,"Engineering Technologists and Technicians, Except Drafters, All Other"
Nuclear Engineering Technology/Technician.,Nuclear Technicians
Engineering/Industrial Management.,Facilities Managers
Engineering/Industrial Management.,Industrial Production Managers
Engineering/Industrial Management.,Architectural and Engineering Managers
Engineering/Industrial Management.,Industrial Engineers
Engineering/Industrial Management.,Industrial Engineering Technologists and Technicians
Engineering Design.,Architectural and Engineering Managers
Engineering Design.,"Engineers, All Other"
Engineering Design.,"Engineering Teachers, Postsecondary"
Packaging Science.,Architectural and Engineering Managers
Packaging Science.,Industrial Engineers
Packaging Science.,Industrial Engineering Technologists and Technicians
Packaging Science.,"Engineering Technologists and Technicians, Except Drafters, All Other"
Packaging Science.,"Engineering Teachers, Postsecondary"
Packaging Science.,"Postsecondary Teachers, All Other"
Packaging Science.,Commercial and Industrial Designers
"Engineering-Related Fields, Other.",NO MATCH
Nanotechnology.,"Engineers, All Other"
Energy Systems Technology/Technician.,"Engineering Technologists and Technicians, Except Drafters, All Other"
Energy Systems Technology/Technician.,Commercial and Industrial Designers
Power Plant Technology/Technician.,"Engineering Technologists and Technicians, Except Drafters, All Other"
Power Plant Technology/Technician.,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay"
Power Plant Technology/Technician.,Power Plant Operators
Solar Energy Technology/Technician.,"Engineering Technologists and Technicians, Except Drafters, All Other"
Solar Energy Technology/Technician.,Solar Photovoltaic Installers
Wind Energy Technology/Technician.,"Engineering Technologists and Technicians, Except Drafters, All Other"
Wind Energy Technology/Technician.,Wind Turbine Service Technicians
Hydroelectric Energy Technology/Technician.,"Engineering Technologists and Technicians, Except Drafters, All Other"
Hydroelectric Energy Technology/Technician.,Power Plant Operators
Geothermal Energy Technology/Technician.,"Engineering Technologists and Technicians, Except Drafters, All Other"
"Energy Systems Technologies/Technicians, Other.","Engineering Technologists and Technicians, Except Drafters, All Other"
"Engineering/Engineering-Related Technologies/Technicians, Other.",NO MATCH
"Foreign Languages and Literatures, General.","Foreign Language and Literature Teachers, Postsecondary"
"Foreign Languages and Literatures, General.","Secondary School Teachers, Except Special and Career/Technical Education"
"Foreign Languages and Literatures, General.",Interpreters and Translators
Linguistics.,"Foreign Language and Literature Teachers, Postsecondary"
Linguistics.,Interpreters and Translators
Language Interpretation and Translation.,"Foreign Language and Literature Teachers, Postsecondary"
Language Interpretation and Translation.,Interpreters and Translators
Comparative Literature.,"English Language and Literature Teachers, Postsecondary"
Applied Linguistics.,"Foreign Language and Literature Teachers, Postsecondary"
Applied Linguistics.,Interpreters and Translators
"Linguistic, Comparative, and Related Language Studies and Services, Other.","Social Scientists and Related Workers, All Other"
"African Languages, Literatures, and Linguistics.","Foreign Language and Literature Teachers, Postsecondary"
"African Languages, Literatures, and Linguistics.",Interpreters and Translators
"East Asian Languages, Literatures, and Linguistics, General.","Foreign Language and Literature Teachers, Postsecondary"
"East Asian Languages, Literatures, and Linguistics, General.","Secondary School Teachers, Except Special and Career/Technical Education"
"East Asian Languages, Literatures, and Linguistics, General.",Interpreters and Translators
Chinese Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Chinese Language and Literature.,"Secondary School Teachers, Except Special and Career/Technical Education"
Chinese Language and Literature.,Interpreters and Translators
Japanese Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Japanese Language and Literature.,"Secondary School Teachers, Except Special and Career/Technical Education"
Japanese Language and Literature.,Interpreters and Translators
Korean Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Korean Language and Literature.,"Secondary School Teachers, Except Special and Career/Technical Education"
Korean Language and Literature.,Interpreters and Translators
Tibetan Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Tibetan Language and Literature.,Interpreters and Translators
"East Asian Languages, Literatures, and Linguistics, Other.","Foreign Language and Literature Teachers, Postsecondary"
"East Asian Languages, Literatures, and Linguistics, Other.","Secondary School Teachers, Except Special and Career/Technical Education"
"East Asian Languages, Literatures, and Linguistics, Other.",Interpreters and Translators
"Slavic Languages, Literatures, and Linguistics, General.","Foreign Language and Literature Teachers, Postsecondary"
"Slavic Languages, Literatures, and Linguistics, General.",Interpreters and Translators
"Baltic Languages, Literatures, and Linguistics.","Foreign Language and Literature Teachers, Postsecondary"
"Baltic Languages, Literatures, and Linguistics.",Interpreters and Translators
Russian Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Russian Language and Literature.,"Secondary School Teachers, Except Special and Career/Technical Education"
Russian Language and Literature.,Interpreters and Translators
Albanian Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Albanian Language and Literature.,Interpreters and Translators
Bulgarian Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Bulgarian Language and Literature.,Interpreters and Translators
Czech Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Czech Language and Literature.,Interpreters and Translators
Polish Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Polish Language and Literature.,Interpreters and Translators
"Bosnian, Serbian, and Croatian Languages and Literatures.","Foreign Language and Literature Teachers, Postsecondary"
"Bosnian, Serbian, and Croatian Languages and Literatures.",Interpreters and Translators
Slovak Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Slovak Language and Literature.,Interpreters and Translators
Ukrainian Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Ukrainian Language and Literature.,Interpreters and Translators
"Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other.","Foreign Language and Literature Teachers, Postsecondary"
"Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other.",Interpreters and Translators
"Germanic Languages, Literatures, and Linguistics, General.","Foreign Language and Literature Teachers, Postsecondary"
"Germanic Languages, Literatures, and Linguistics, General.","Secondary School Teachers, Except Special and Career/Technical Education"
"Germanic Languages, Literatures, and Linguistics, General.",Interpreters and Translators
German Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
German Language and Literature.,"Secondary School Teachers, Except Special and Career/Technical Education"
German Language and Literature.,Interpreters and Translators
"Scandinavian Languages, Literatures, and Linguistics.","Foreign Language and Literature Teachers, Postsecondary"
"Scandinavian Languages, Literatures, and Linguistics.",Interpreters and Translators
Danish Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Danish Language and Literature.,Interpreters and Translators
Dutch/Flemish Language and Literature.,"Foreign Language and Literature Teachers, Postsecondary"
Dutch/Flemish Language and Literature.,Interpreters and Translators
